"site","Lon","Lat","consensus","confidence"
594,-119.468182332083,38.6964010135,"decrease",16
595,-116.105182332083,43.3609426801667,"decrease",12
596,-116.081682332083,43.3609426801667,"decrease",12
597,-114.967515665417,43.0722343468333,"increase",15
598,-115.15284899875,43.0629426801667,"increase",12
599,-114.967515665417,43.0629426801667,"increase",15
600,-114.944015665417,43.0629426801667,"increase",15
601,-115.28134899875,43.0431926801667,"unsure",10
602,-120.199515665417,44.5964426801667,"increase",13
603,-114.956515665417,43.0722343468333,"increase",15
604,-113.72634899875,36.4514010135,"decrease",17
605,-113.84234899875,36.7691510135,"increase",20
606,-119.782015665417,44.2589426801667,"increase",13
607,-116.73134899875,43.1470676801667,"increase",20
608,-116.76584899875,43.1180260135,"increase",20
609,-116.74234899875,43.1180260135,"increase",15
610,-115.25784899875,43.3334010135,"increase",15
611,-116.800515665417,43.1746093468333,"increase",15
612,-116.71884899875,43.1180260135,"increase",15
613,-112.033015665417,40.4544010135,"increase",20
614,-112.009515665417,40.4437760135,"increase",15
615,-112.080015665417,40.4346510135,"increase",17
616,-111.986015665417,40.4346510135,"increase",16
617,-116.75484899875,43.0629426801667,"increase",14
618,-112.02184899875,40.4437760135,"increase",19
619,-112.02184899875,40.4346510135,"increase",19
620,-111.986015665417,40.4255260135,"increase",17
621,-115.397515665417,43.9229426801667,"increase",20
622,-112.056515665417,40.4544010135,"increase",20
623,-112.114515665417,40.4437760135,"increase",20
624,-112.091015665417,40.4437760135,"increase",15
625,-112.009515665417,40.4346510135,"increase",19
626,-112.009515665417,40.4255260135,"increase",20
627,-115.582682332083,44.4650260135,"increase",15
628,-114.526682332083,47.9717343468333,"increase",20
629,-115.524682332083,41.7816510135,"increase",20
630,-111.082015665417,40.0893593468333,"increase",17
631,-115.327015665417,45.1569426801667,"increase",15
635,-119.272015665417,46.2412760135,"increase",14
636,-119.306515665417,46.2321510135,"decrease",14
637,-118.319515665417,46.5971926801667,"decrease",14
638,-119.58434899875,38.9011510135,"decrease",11
639,-115.68634899875,43.2494426801667,"unsure",10
640,-116.372015665417,43.8572343468333,"unsure",10
641,-118.934682332083,38.2842343468333,"increase",15
642,-119.375682332083,44.6712760135,"increase",15
643,-119.921682332083,41.2762343468333,"increase",13
644,-115.443015665417,43.7639843468333,"increase",20
645,-115.67534899875,44.1092760135,"increase",15
646,-115.918515665417,45.4471510135,"increase",15
647,-115.69884899875,44.1749843468333,"increase",15
648,-115.68634899875,43.9780260135,"increase",15
649,-115.640682332083,44.9324426801667,"increase",19
650,-110.96584899875,40.8376926801667,"increase",17
651,-111.742682332083,39.8266926801667,"increase",15
652,-119.782015665417,39.1074010135,"decrease",14
653,-118.435682332083,46.2505676801667,"decrease",11
654,-119.909182332083,45.2593176801667,"increase",18
655,-119.943682332083,39.7716093468333,"increase",16
656,-119.330015665417,38.6018176801667,"increase",15
657,-120.872682332083,41.8380676801667,"increase",15
658,-115.73334899875,43.4173593468333,"increase",15
659,-115.582682332083,43.4921926801667,"increase",20
660,-116.441015665417,44.8484843468333,"increase",20
661,-116.139682332083,44.2314010135,"increase",15
662,-116.047182332083,43.9411926801667,"increase",20
663,-116.557182332083,45.0072760135,"increase",19
664,-116.163182332083,44.6606510135,"increase",14
665,-116.163182332083,45.5861926801667,"increase",17
666,-111.198015665417,40.4071093468333,"increase",20
667,-111.755182332083,39.8359843468333,"increase",20
669,-119.816515665417,38.8829010135,"decrease",18
670,-119.677015665417,38.8356093468333,"increase",11
671,-119.60784899875,38.7805260135,"increase",14
672,-119.68934899875,39.2846093468333,"increase",19
673,-119.468182332083,38.8460676801667,"unsure",10
674,-115.884015665417,43.7442343468333,"increase",20
675,-115.976682332083,43.9136510135,"increase",15
676,-117.555182332083,45.9236926801667,"increase",20
677,-118.760515665417,38.4521510135,"increase",15
678,-118.355515665417,44.8942760135,"increase",15
679,-120.303182332083,48.6437343468333,"unsure",10
680,-111.813182332083,40.9584843468333,"increase",20
681,-117.368515665417,45.0821093468333,"increase",20
682,-119.700515665417,38.8080676801667,"decrease",17
683,-119.851182332083,39.3685676801667,"increase",15
684,-119.178015665417,38.0504426801667,"unsure",10
685,-119.56084899875,38.8171926801667,"increase",15
686,-119.491682332083,38.9011510135,"unsure",10
687,-120.373682332083,48.3550260135,"increase",20
688,-117.70584899875,45.9144010135,"increase",15
689,-116.869515665417,48.5231093468333,"increase",20
690,-118.227015665417,45.0729843468333,"increase",19
691,-111.557515665417,40.5567760135,"increase",20
692,-111.510515665417,40.6025676801667,"increase",17
693,-111.534015665417,40.6131926801667,"increase",19
694,-119.851182332083,38.9577343468333,"increase",11
695,-119.12134899875,37.8916510135,"increase",15
696,-119.13234899875,37.9100676801667,"increase",15
697,-119.19034899875,38.0504426801667,"increase",15
698,-119.491682332083,38.7896510135,"increase",14
699,-116.70784899875,46.9896093468333,"increase",15
700,-120.315515665417,47.6158176801667,"increase",19
701,-117.76384899875,46.0916093468333,"increase",20
702,-117.74034899875,46.1191510135,"increase",19
703,-120.397182332083,48.3916926801667,"increase",15
704,-111.52284899875,40.6131926801667,"increase",19
705,-119.21384899875,37.9480676801667,"increase",15
706,-119.16684899875,37.9940260135,"increase",15
707,-119.21384899875,38.0794843468333,"increase",15
708,-119.480682332083,38.8644843468333,"increase",15
709,-120.326682332083,47.5975676801667,"increase",14
710,-119.898182332083,39.3685676801667,"increase",15
711,-119.225015665417,37.9573593468333,"increase",15
712,-119.248515665417,37.9389426801667,"increase",15
713,-119.236015665417,37.6487343468333,"unsure",10
714,-119.885682332083,39.0889843468333,"increase",15
715,-119.863515665417,39.1638176801667,"increase",15
716,-119.921682332083,39.3974426801667,"increase",14
717,-119.272015665417,38.0504426801667,"increase",15
718,-120.397182332083,47.6158176801667,"increase",16
719,-119.444682332083,37.8443593468333,"increase",11
720,-120.907182332083,46.6720260135,"unsure",10
721,-119.898182332083,39.1913593468333,"unsure",10
722,-119.885682332083,39.1546926801667,"unsure",10
723,-119.932682332083,39.3226093468333,"increase",12
724,-119.898182332083,39.0601093468333,"unsure",10
725,-119.52634899875,37.8825260135,"increase",14
726,-119.61884899875,37.6762760135,"unsure",10
